,Base,C1'-C2',C1'-C2'-C3',C1'-C2'-O2',C1'-N1-C2/C1'-N9-C4,C1'-N1-C6/C1'-N9-C8,C1'-N1/C1'-N9,C1'-O4',C1'-O4'-C4',C2'-C1'-O4',C2'-C3',C2'-C3'-C4',C2'-C3'-O3',C2'-O2',C2-N1-C6/C4-N9-C8,C3'-C2'-O2',C3'-C4',C3'-C4'-C5',C3'-C4'-O4',C3'-O3',C4'-C3'-O3',C4'-C5',C4'-C5'-O5',C4'-O4',C5'-C4'-O4',C5'-O5',Chi,Chi_sign,Chi_syn,Conformation,Gamma,Gamma_clinical,Gamma_sign,Gamma_syn,N1-C1'-C2'/N9-C1'-C2',N1-C1'-O4'/N9-C1'-O4',N1-C2/N9-C4,N1-C6/N9-C8,Sugar,T1233,T1445,T144_N,T221_N,T2233,T2345,T321_N,T3345,T3455,T4122,T4322,T4433,T4455,TAU_0,TAU_1,TAU_2,TAU_3,TAU_4,TCHI,T_max,Temperature,Theta,absChi,absChiDiff90,absGamma,absGammaDiff90
CYTIDI02_29,pyrimidine,1.54082,100.615,109.384,117.592,121.801,1.48751,1.41133,110.59,106.843,1.5254,102.183,112.53,1.41819,120.6,112.895,1.53032,115.226,104.05,1.40982,114.015,1.51869,113.228,1.44823,110.163,1.41751,anti,-,anti,C3'-endo,gauche+,C,+,S,111.559,109.406,1.38967,1.36619,ribose,161.11,141.276,-113.151,-150.688,44.6413,-155.811,90.2638,82.4981,47.1498,89.7826,-78.0631,-156.793,-70.1644,7.75933,-29.266,38.4055,-35.1026,17.227,-162.946,39.594462966988644,123.0,7.216745509040117,162.946,72.946,47.1498,42.8502
CYTIDI10_30,pyrimidine,1.52739,101.974,108.913,117.2,121.964,1.4973,1.41225,110.055,106.868,1.507,101.72,112.72,1.42482,120.825,113.399,1.53332,114.817,104.425,1.41026,113.944,1.50902,113.996,1.44497,110.121,1.40377,anti,-,anti,C3'-endo,gauche+,C,+,S,111.35,108.667,1.3794,1.36842,ribose,159.824,141.734,-114.097,-149.341,42.8996,-155.421,90.5398,82.9984,47.1324,92.1293,-79.5262,-156.319,-70.3653,6.16684,-27.99,37.3978,-34.7377,17.9695,-162.848,38.72140314383829,295.0,9.028639697515656,162.848,72.84800000000001,47.1324,42.8676
CYTIDI11_31,pyrimidine,1.53065,101.035,109.428,117.6,122.082,1.48769,1.40698,110.192,106.954,1.51679,102.268,112.161,1.41901,120.314,113.293,1.51944,115.501,104.035,1.4101,113.852,1.51347,113.666,1.45407,109.561,1.41317,anti,-,anti,C3'-endo,gauche+,C,+,S,111.645,109.338,1.38687,1.3636,ribose,160.621,141.581,-113.808,-149.497,43.6895,-155.152,90.767,83.6366,46.1567,90.9373,-78.6808,-156.258,-70.8844,7.23266,-28.7983,38.2507,-35.046,17.5411,-162.429,39.39348633258854,297.0,7.864857395659802,162.429,72.429,46.1567,43.8433
CYTIDI12_32,pyrimidine,1.53957,100.366,108.944,117.299,122.222,1.49355,1.41498,110.111,107.25,1.53143,102.448,112.028,1.42065,120.467,112.83,1.52368,115.368,104.126,1.41859,113.866,1.51626,112.989,1.45658,109.99,1.4227,anti,-,anti,C3'-endo,gauche+,C,+,S,111.214,108.909,1.39591,1.36732,ribose,160.815,141.725,-112.961,-151.288,45.024,-155.925,90.0393,82.8998,47.254,89.7315,-77.4068,-156.472,-70.1267,7.49487,-28.9415,38.384,-35.2967,17.5541,-163.105,39.596879933419864,2.0,7.7226630961893505,163.105,73.10499999999999,47.254,42.746
CYTIDN_33,pyrimidine,1.51613,102.381,105.475,115.545,122.431,1.49376,1.39973,110.496,107.438,1.51842,102.61,112.773,1.42569,122.022,111.406,1.50725,117.414,104.892,1.42018,109.778,1.51006,109.696,1.43967,108.49,1.43389,anti,-,anti,C3'-endo,gauche+,C,+,S,112.845,108.31,1.37923,1.36199,ribose,151.517,144.925,-118.977,-147.409,39.2163,-152.937,95.9436,86.9336,53.9933,93.2732,-78.816,-152.563,-64.6068,3.20359,-23.3745,33.4847,-32.4335,18.6784,-163.618,35.08664479366925,295.0,13.208051702113925,163.618,73.618,53.9933,36.0067
DAURID01_34,pyrimidine,1.52673,99.8834,113.815,118.48,120.367,1.45453,1.4265,108.895,105.745,1.52216,102.831,103.647,1.4015,121.134,116.093,1.52502,116.46,105.674,1.45077,108.45,1.51115,107.894,1.45572,109.605,1.44461,anti,-,anti,C2'-endo,gauche+,C,+,S,115.05,109.161,1.38854,1.38026,ribose,74.0069,123.604,-147.204,-76.5136,-48.7937,-95.0371,159.09,155.629,63.5828,162.943,-161.705,-82.4384,-56.2593,-22.8932,38.5466,-38.9042,26.8954,-2.63825,-118.006,41.23962006433161,103.0,165.32883854330663,118.006,28.006,63.5828,26.4172
DIPCOU10_35,pyrimidine,1.54735,100.615,110.905,117.591,119.447,1.47245,1.41028,110.243,105.8,1.52518,103.686,111.499,1.42202,122.924,112.476,1.50837,114.504,106.04,1.4326,107.17,1.50956,111.366,1.45417,109.242,1.43797,anti,-,anti,C2'-endo,gauche+,C,+,S,113.62,107.399,1.37407,1.3673,ribose,79.6077,119.856,-140.762,-89.4197,-38.4534,-94.9157,151.374,147.048,53.6201,153.004,-153.444,-92.4284,-65.1123,-19.0911,33.7979,-35.383,25.6075,-4.02257,-127.234,37.03462455721574,295.0,168.06617352214877,127.234,37.233999999999995,53.6201,36.3799
EJATOA_36,pyrimidine,1.51324,101.166,110.227,119.044,119.269,1.47023,1.41617,109.807,104.952,1.52336,101.954,111.951,1.41664,121.685,115.307,1.51979,115.948,105.823,1.4214,108.207,1.51006,111.344,1.44727,109.965,1.43676,anti,-,anti,C2'-endo,gauche+,C,+,S,114.271,106.952,1.38159,1.3673,ribose,77.2071,123.443,-144.248,-82.7614,-41.6852,-96.2097,154.753,145.635,53.699,160.4,-157.131,-92.1843,-66.2615,-22.4993,37.9143,-38.2387,25.9712,-2.48931,-136.476,40.42413548813879,199.0,165.06204935456842,136.476,46.476,53.699,36.301
FOCFOT_39,pyrimidine,1.53113,101.926,109.964,120.384,119.06,1.46269,1.41264,109.87,106.332,1.53795,102.765,107.801,1.40673,120.475,114.336,1.54154,114.727,107.106,1.41909,112.762,1.5148,109.144,1.4451,108.477,1.43114,anti,-,anti,C2'-endo,gauche+,C,+,S,114.088,107.577,1.39101,1.37112,ribose,88.0469,126.896,-145.991,-85.6853,-30.5406,-101.578,152.659,142.637,50.2295,155.91,-149.842,-96.9128,-69.4605,-23.3786,34.2542,-31.2547,18.8725,2.54415,-126.827,34.9709455142271,105.0,157.33097705710261,126.827,36.827,50.2295,39.7705
FOCFOT_40,pyrimidine,1.53015,100.335,110.746,119.883,119.147,1.45736,1.42016,109.408,105.87,1.5318,102.85,106.381,1.41093,120.755,113.839,1.53728,115.663,106.287,1.41828,110.55,1.50934,109.761,1.44422,109.113,1.43526,anti,-,anti,C2'-endo,gauche+,C,+,S,114.629,107.044,1.38976,1.36854,ribose,80.4889,126.384,-147.501,-83.8993,-37.8206,-98.4683,155.543,148.301,51.2724,158.356,-154.073,-90.4447,-68.4501,-24.7969,37.7984,-35.7636,22.7859,1.02067,-125.056,39.19395215820909,105.0,160.0838025997675,125.056,35.056,51.2724,38.7276
GICMOU_42,pyrimidine,1.53327,101.333,114.601,120.276,119.41,1.48958,1.39544,110.016,107.687,1.52713,103.675,110.553,1.39574,120.273,111.754,1.49877,114.915,106.517,1.42823,108.177,1.50254,109.568,1.45031,110.545,1.41198,anti,-,anti,C2'-endo,gauche+,C,+,S,112.644,108.269,1.36242,1.3675,ribose,83.6298,116.525,-134.43,-92.3159,-38.8563,-96.4847,147.188,146.116,50.6194,148.374,-154.585,-91.1079,-69.9684,-12.3683,27.877,-32.0992,26.291,-8.95265,-146.644,33.04656638496412,295.0,177.09937766168733,146.644,56.644000000000005,50.6194,39.3806
GICMOU_43,pyrimidine,1.53851,101.255,114.26,119.889,118.824,1.47665,1.39869,110.666,105.608,1.52609,101.316,112.632,1.39389,121.281,112.404,1.52326,117.338,105.355,1.41836,107.211,1.48658,114.942,1.45362,110.464,1.41891,anti,-,anti,C2'-endo,gauche+,C,+,S,112.649,108.788,1.37905,1.35331,ribose,75.5746,117.392,-136.202,-86.3703,-46.7813,-92.3903,152.57,149.392,53.33,155.016,-161.01,-87.2329,-67.4071,-15.0462,33.9561,-38.6536,30.9848,-10.2552,-142.367,39.68435026130069,295.0,176.35747022561455,142.367,52.36699999999999,53.33,36.67
GODPOE_44,pyrimidine,1.53182,101.603,114.781,117.472,121.837,1.48517,1.41201,109.806,106.116,1.53642,100.386,107.314,1.39991,120.532,115.163,1.52079,113.165,105.264,1.41799,112.466,1.50039,108.892,1.46278,111.116,1.42288,anti,-,anti,C2'-endo,trans,P,+,A,111.499,109.259,1.39632,1.35788,ribose,77.7674,106.825,-130.572,-84.2865,-46.928,-86.652,150.762,159.569,179.515,156.844,-164.579,-78.9008,61.3377,-10.2379,31.8923,-39.8831,34.8778,-16.029,-158.047,40.91053587417066,295.0,184.07191798323547,158.047,68.047,179.515,89.51499999999999
GUPCYT20_45,pyrimidine,1.5482,100.571,109.508,117.643,122.171,1.49234,1.42994,108.967,106.665,1.52667,101.201,115.776,1.39397,120.099,108.981,1.50966,116.53,104.48,1.43356,109.426,1.5122,108.602,1.4433,108.385,1.44699,anti,-,anti,C3'-endo,gauche+,C,+,S,112.975,107.821,1.39335,1.35679,ribose,157.908,149.5,-120.138,-153.323,42.857,-160.086,92.0235,77.2378,50.3562,88.3895,-75.3161,-163.224,-67.0583,1.4775,-26.2644,39.7354,-40.5477,24.6127,-151.667,42.51578958900568,295.0,16.618411156910824,151.667,61.667,50.3562,39.6438
GUTPUI_46,pyrimidine,1.52454,100.4,107.836,116.908,122.457,1.48437,1.40085,109.621,108.636,1.52671,102.433,117.401,1.42567,120.54,112.625,1.52024,116.432,104.215,1.41422,108.576,1.50005,110.229,1.44184,110.76,1.43015,anti,-,anti,C3'-endo,gauche+,C,+,S,113.098,108.501,1.38884,1.36449,ribose,155.095,146.519,-120.006,-146.788,40.6479,-158.147,95.1827,77.0152,57.6567,92.688,-78.1497,-160.69,-61.1404,3.32076,-25.3414,36.2978,-35.8524,20.5668,-157.161,38.35319643622304,153.0,13.62092886783912,157.161,67.161,57.6567,32.3433
GUTQAP_47,pyrimidine,1.52785,103.151,114.369,120.193,118.562,1.47361,1.421,109.281,106.138,1.52981,104.682,111.718,1.40474,121.239,115.646,1.50395,115.168,107.966,1.43176,115.031,1.50652,107.472,1.45258,106.907,1.42963,anti,-,anti,C2'-endo,gauche+,C,+,S,111.809,107.125,1.36557,1.36903,ribose,100.605,132.605,-143.739,-87.0261,-25.0013,-108.255,146.549,128.753,55.3505,156.49,-150.113,-111.896,-64.5854,-24.1453,30.0645,-24.5069,11.0965,8.14482,-122.892,30.17252840648908,296.0,146.29434688919898,122.892,32.891999999999996,55.3505,34.6495
GUTQAP_48,pyrimidine,1.53382,100.7,112.336,116.299,122.17,1.4986,1.41322,109.774,107.594,1.55132,102.509,114.377,1.42048,121.525,111.0,1.49599,119.429,104.76,1.39169,112.69,1.51539,108.565,1.46545,109.523,1.43785,anti,-,anti,C3'-endo,gauche+,C,+,S,111.869,108.243,1.40503,1.36695,ribose,159.109,148.927,-116.355,-148.996,39.9777,-158.309,92.8446,78.2556,55.6881,92.2435,-82.3206,-158.691,-65.0015,4.70762,-25.9161,36.8106,-35.2549,19.691,-161.55,38.35688122925278,296.0,11.879164125708042,161.55,71.55000000000001,55.6881,34.3119
GUTQET_49,pyrimidine,1.52967,103.559,113.208,120.69,118.093,1.46059,1.42,109.846,106.08,1.53171,104.248,111.206,1.40219,121.151,115.438,1.51228,114.635,108.135,1.41976,114.745,1.50549,107.598,1.44376,107.174,1.43701,anti,-,anti,C2'-endo,gauche+,C,+,S,112.355,107.422,1.36935,1.38005,ribose,100.293,131.363,-143.231,-88.23,-24.0123,-108.264,146.026,129.869,55.848,154.675,-148.189,-110.659,-64.1601,-22.8785,28.9313,-23.884,11.209,7.28578,-124.251,29.042768646487605,153.0,147.41278175154565,124.251,34.251000000000005,55.848,34.152
GUTQET_50,pyrimidine,1.52959,100.738,112.301,117.116,122.432,1.4895,1.4151,110.102,106.85,1.54131,101.288,114.163,1.40488,120.44,111.992,1.51282,117.358,104.679,1.40583,112.224,1.51513,109.321,1.44302,109.795,1.43359,anti,-,anti,C3'-endo,gauche+,C,+,S,112.827,108.499,1.39216,1.36828,ribose,159.605,146.479,-115.902,-149.885,40.0588,-158.548,90.7911,79.2807,55.3837,90.9605,-80.7563,-158.734,-63.9218,6.02022,-28.3634,38.7903,-36.5625,19.6684,-160.412,40.33522143537498,153.0,10.16687511816151,160.412,70.412,55.3837,34.6163
HIKCAH_51,pyrimidine,1.53905,102.875,106.387,118.549,120.574,1.46317,1.42455,109.239,106.995,1.53424,101.537,113.694,1.41699,120.814,109.346,1.53032,116.638,102.709,1.42075,114.414,1.50152,111.079,1.44782,109.302,1.42583,anti,-,anti,C3'-endo,gauche+,C,+,S,116.143,108.178,1.38543,1.39101,ribose,156.205,158.123,-138.265,-137.981,43.4389,-160.133,107.095,76.9752,47.7647,101.128,-79.9452,-163.539,-68.1136,-12.4409,-13.7956,32.8205,-40.6468,33.6526,-112.922,41.0141229629148,100.0,35.55335395782058,112.922,22.921999999999997,47.7647,42.2353
HIKNIY_52,pyrimidine,1.53394,102.297,110.923,115.784,123.134,1.49237,1.39727,110.438,107.029,1.52408,101.194,111.977,1.40737,121.076,106.994,1.52811,114.89,105.072,1.42258,108.387,1.49929,108.772,1.44874,110.182,1.42068,anti,-,anti,C3'-endo,trans,P,-,A,112.054,109.114,1.37738,1.36615,ribose,-79.3566,142.635,-116.205,-153.159,163.976,-155.085,93.0376,-37.1933,-170.398,87.2648,-80.7709,84.06,71.1803,5.2448,-26.5385,35.8962,-33.8319,18.3463,-169.987,37.41534506277309,295.0,10.313916914916392,169.987,79.987,170.398,80.398
HIMXIL_53,pyrimidine,1.54163,102.907,110.056,117.996,121.093,1.47463,1.41724,110.08,106.356,1.51704,101.239,114.846,1.39639,119.882,116.701,1.52404,117.643,104.814,1.41551,114.065,1.50656,108.863,1.44478,108.498,1.46202,anti,-,anti,C3'-endo,gauche+,C,+,S,111.218,110.179,1.40005,1.36508,ribose,159.054,149.612,-120.545,-28.2903,-80.3435,-157.094,96.7677,78.9943,66.87,-148.264,156.279,-160.409,-51.7874,0.100566,-23.2057,35.6759,-36.4976,23.1322,-148.43,38.35114307729028,150.0,18.05610816976941,148.43,58.43000000000001,66.87,23.129999999999995
JUCJAS_54,pyrimidine,1.53334,101.205,109.978,117.182,122.49,1.50321,1.39383,109.735,106.732,1.51029,100.948,113.255,1.42259,120.266,108.304,1.51864,115.124,104.446,1.40447,112.621,1.5019,114.039,1.45527,109.336,1.42745,anti,-,anti,C3'-endo,gauche+,C,+,S,110.739,109.489,1.37342,1.36474,ribose,160.333,142.003,-112.318,-156.842,44.7143,-156.326,88.7852,82.5917,47.3865,84.0577,-75.9189,-157.511,-69.7784,7.59103,-30.3152,39.6999,-36.4287,18.2891,-167.565,41.0488007455194,295.0,7.710120877793157,167.565,77.565,47.3865,42.6135
KECCUT_55,pyrimidine,1.52681,100.413,105.465,118.236,121.744,1.49772,1.40319,110.122,106.965,1.53361,101.783,116.223,1.42457,119.293,111.173,1.50612,116.204,104.608,1.41798,109.62,1.50381,108.681,1.44854,110.03,1.42728,anti,-,anti,C3'-endo,gauche+,C,+,S,113.599,109.201,1.38376,1.36894,ribose,157.937,142.547,-114.676,-153.789,46.7187,-156.676,90.625,79.7116,52.1697,85.6475,-72.3013,-158.771,-66.4241,8.65202,-29.9383,38.9166,-35.1593,17.0473,-163.521,40.05404172890027,298.0,6.33739391966511,163.521,73.52099999999999,52.1697,37.8303
KECCUT_56,pyrimidine,1.52626,102.426,112.527,120.208,118.753,1.46968,1.4027,110.047,106.779,1.53826,103.015,112.242,1.39894,121.027,117.049,1.54156,114.644,106.832,1.40747,114.068,1.50778,106.691,1.45502,108.508,1.43478,anti,-,anti,C2'-endo,gauche+,C,+,S,112.664,108.136,1.37803,1.37851,ribose,93.5864,127.325,-144.444,-81.9174,-29.9859,-102.937,151.534,135.144,46.1051,159.513,-153.13,-104.613,-73.2045,-22.9603,32.9645,-29.5574,17.306,3.22322,-114.47,33.4398434382333,298.0,155.92284040347144,114.47,24.47,46.1051,43.8949
KIGLUJ_57,pyrimidine,1.52209,100.865,111.207,118.4,121.477,1.49698,1.41902,108.487,108.072,1.51383,101.113,113.816,1.41244,120.117,108.783,1.53291,117.985,102.667,1.41101,111.741,1.49519,110.291,1.45119,109.795,1.43633,anti,-,anti,C3'-endo,gauche+,C,+,S,113.789,108.418,1.37389,1.35284,ribose,159.545,153.625,-125.667,-148.79,42.5222,-162.688,95.9862,75.8891,49.23,90.7423,-77.4333,-163.281,-67.8462,-1.89598,-24.481,39.5891,-41.8576,27.3225,-153.943,43.20830041727681,153.0,20.597697114195682,153.943,63.94300000000001,49.23,40.77
KIGLUJ_58,pyrimidine,1.52617,100.407,108.714,115.743,123.532,1.47556,1.41804,108.948,106.977,1.53762,99.8966,111.4,1.42292,120.657,107.789,1.51912,118.424,103.349,1.40388,115.177,1.51643,109.224,1.45877,109.442,1.41819,anti,-,anti,C3'-endo,gauche+,C,+,S,110.547,110.488,1.39891,1.38144,ribose,164.63,151.997,-117.414,-155.715,50.9573,-163.061,91.3203,77.515,64.6441,83.9379,-71.1962,-161.326,-53.3541,2.97181,-29.0272,42.4764,-41.9017,24.9444,-163.602,44.86312464659515,153.0,14.701943755305075,163.602,73.602,64.6441,25.355900000000005
KIGMAQ_59,pyrimidine,1.52912,99.6127,110.02,115.137,123.584,1.48518,1.4145,109.318,106.983,1.54082,100.503,111.99,1.41013,121.267,107.521,1.5136,119.248,102.851,1.42588,114.266,1.52432,108.74,1.46178,109.322,1.43366,anti,-,anti,C3'-endo,gauche+,C,+,S,110.669,110.451,1.39786,1.3854,ribose,164.828,151.748,-116.338,-156.749,50.1464,-162.967,90.5025,76.9467,63.1664,82.8745,-71.5642,-161.941,-54.6396,4.17813,-29.8741,43.1177,-41.8548,24.0834,-162.96,45.16354846655319,153.0,13.29919666299757,162.96,72.96000000000001,63.1664,26.833599999999997
KIGMAQ_60,pyrimidine,1.54129,99.2445,111.383,119.066,121.533,1.49262,1.42106,108.759,108.014,1.53898,102.01,112.597,1.41109,119.397,108.165,1.50857,117.004,102.586,1.42631,111.645,1.4936,111.399,1.4589,109.486,1.42527,anti,-,anti,C3'-endo,gauche+,C,+,S,112.396,109.426,1.38963,1.37121,ribose,160.134,152.552,-124.043,-149.978,43.892,-162.497,96.2607,77.0339,48.7153,89.2066,-75.91,-163.138,-67.3723,-1.39207,-24.5549,40.3324,-42.6693,27.6277,-154.398,43.88318292619208,153.0,20.403171217198768,154.398,64.398,48.7153,41.2847
KIGMEU_61,pyrimidine,1.52418,101.533,105.146,116.181,122.443,1.47334,1.41028,110.048,107.255,1.5274,101.199,116.69,1.41005,121.306,112.933,1.52706,116.629,103.204,1.42102,110.946,1.51044,110.092,1.44653,109.806,1.42224,anti,-,anti,C3'-endo,gauche+,C,+,S,113.919,108.511,1.38234,1.36823,ribose,158.494,149.974,-123.768,-146.383,46.4144,-159.427,95.7626,76.0964,52.8604,93.5208,-74.0776,-163.441,-64.0225,-0.282895,-24.3337,38.0017,-38.9642,24.9562,-158.38,40.870618661223624,153.0,18.607832018881123,158.38,68.38,52.8604,37.1396
KIGMOE_63,pyrimidine,1.53205,101.115,105.03,115.354,122.818,1.47472,1.4116,109.738,107.293,1.5279,101.344,116.372,1.40719,121.775,112.937,1.51974,116.278,103.786,1.42019,111.059,1.51362,109.812,1.44545,109.638,1.42915,anti,-,anti,C3'-endo,gauche+,C,+,S,113.663,108.502,1.3844,1.35824,ribose,158.701,149.053,-122.452,-147.361,46.9779,-159.325,94.994,76.4305,52.6325,92.6865,-73.5882,-163.099,-64.6493,0.739343,-24.9588,38.1344,-38.8553,24.1927,-158.765,40.84736221360253,153.0,17.362406727527965,158.765,68.76499999999999,52.6325,37.3675
LIGXIL_64,pyrimidine,1.52075,101.643,108.32,115.982,122.342,1.46508,1.41232,107.69,108.61,1.54278,101.558,115.426,1.41266,121.599,109.337,1.50259,118.245,102.98,1.4211,114.927,1.50206,109.696,1.45813,110.245,1.44362,anti,-,anti,C3'-endo,gauche+,C,+,S,113.983,107.693,1.38216,1.39375,ribose,158.918,161.123,-135.735,-139.241,44.5608,-163.608,105.649,71.0617,44.3013,100.706,-80.4364,-167.14,-73.7252,-11.8446,-14.4037,33.9208,-41.8099,34.0641,-148.412,41.979326229082524,152.0,34.71713513153044,148.412,58.412000000000006,44.3013,45.6987
LOWJIQ_66,pyrimidine,1.53243,99.7181,112.108,115.785,122.825,1.49032,1.40525,109.469,107.536,1.51883,101.26,116.63,1.42049,121.39,106.472,1.52593,116.76,103.103,1.40714,112.745,1.50083,109.988,1.44749,111.814,1.42232,anti,-,anti,C3'-endo,gauche+,C,+,S,110.488,109.157,1.38211,1.36827,ribose,163.918,148.716,-115.579,-157.724,47.2502,-163.139,89.9369,71.4787,51.5929,83.2333,-75.4895,-165.52,-66.7864,4.31169,-29.1054,41.1783,-40.1375,22.4795,-162.083,43.247852543991215,295.0,12.696430637013783,162.083,72.083,51.5929,38.4071
LYFURA_67,pyrimidine,1.52677,100.689,111.908,116.146,123.629,1.46832,1.42388,111.332,106.777,1.52963,103.936,112.905,1.42312,120.04,109.909,1.52859,116.534,103.197,1.41423,112.801,1.5058,107.65,1.45591,110.088,1.42096,anti,-,anti,C2'-endo,trans,P,-,A,114.111,108.07,1.38104,1.37888,ribose,-159.616,111.175,-133.084,31.7425,-41.4381,-88.7709,148.449,33.8654,-177.94,-87.59,81.1303,154.622,65.0401,-9.90978,29.1165,-37.0473,31.9858,-13.8767,-157.952,37.59568373424091,295.0,183.3298593549709,157.952,67.952,177.94,87.94
MARAFC_68,pyrimidine,1.53366,100.505,111.405,116.643,122.426,1.46549,1.41166,109.423,106.273,1.52577,103.246,110.901,1.40955,120.385,107.895,1.51212,115.408,105.84,1.42354,107.55,1.50785,108.615,1.46463,109.577,1.42026,anti,-,anti,C2'-endo,trans,P,-,A,112.71,108.831,1.40255,1.36162,ribose,78.2027,120.801,-141.49,40.3072,-165.058,-94.9111,154.409,147.776,-166.581,-78.8156,80.0128,-90.8666,74.1008,-19.8569,35.2862,-36.726,26.4461,-4.24767,-159.779,38.49094013654508,295.0,167.97896828502292,159.779,69.779,166.581,76.58099999999999
MEURID_70,pyrimidine,1.53391,100.685,106.4,116.746,121.55,1.48065,1.41055,109.49,107.313,1.51761,102.544,110.726,1.40668,121.604,112.58,1.50275,117.024,103.539,1.41817,113.598,1.50495,113.59,1.45921,109.23,1.41401,anti,-,anti,C3'-endo,gauche+,C,+,S,113.454,108.988,1.37632,1.35998,ribose,160.0,147.893,-120.9,-147.698,47.0678,-158.41,94.7307,82.0632,49.4056,91.8537,-74.444,-157.731,-67.7391,2.34058,-25.7173,38.4878,-38.2039,22.5158,-154.16,40.56523519743925,295.0,15.163587537222682,154.16,64.16,49.4056,40.5944
MEURID02_71,pyrimidine,1.534,101.212,106.166,116.799,121.45,1.48962,1.41831,109.678,107.288,1.52949,101.752,111.478,1.41138,121.634,112.084,1.52067,117.101,103.795,1.41673,113.659,1.50916,112.947,1.4548,109.527,1.43622,anti,-,anti,C3'-endo,gauche+,C,+,S,112.413,108.687,1.37743,1.38138,ribose,159.462,148.949,-120.244,-148.621,46.7105,-158.933,94.2151,81.1043,49.2057,91.9503,-74.7777,-158.08,-68.55,1.5454,-25.2131,37.9743,-38.1166,23.1605,-155.571,40.33984707366579,100.0,16.20326715711048,155.571,65.571,49.2057,40.7943
MEURID03_72,pyrimidine,1.53426,101.181,105.976,117.006,121.465,1.48607,1.41177,109.677,107.344,1.52655,101.413,111.359,1.41001,121.406,112.041,1.52257,116.608,103.912,1.41523,113.643,1.50786,112.984,1.44985,109.552,1.43157,anti,-,anti,C3'-endo,gauche+,C,+,S,112.219,109.008,1.37485,1.37547,ribose,159.296,148.586,-120.212,-148.673,46.7951,-158.969,94.2953,81.4284,49.1968,91.581,-74.4192,-157.928,-68.4012,1.56364,-25.4504,38.082,-38.3255,23.3026,-155.667,40.55019502407021,90.0,16.176408713202783,155.667,65.667,49.1968,40.8032
MUCWOY_73,pyrimidine,1.55308,103.199,113.591,117.668,121.311,1.4985,1.40971,109.552,107.24,1.54139,102.444,109.122,1.39971,120.739,110.647,1.52099,113.389,103.794,1.42766,109.991,1.51093,109.732,1.44994,112.787,1.4424,anti,-,anti,C2'-endo,trans,P,+,A,112.712,108.223,1.37938,1.35683,ribose,88.9371,89.9239,-106.815,-112.315,-32.9104,-85.7507,127.841,158.32,179.675,128.682,-149.466,-78.9487,62.0646,15.041,8.83841,-27.6182,36.9806,-33.2034,-174.793,37.60595958084199,90.0,221.60469394925363,174.793,84.793,179.675,89.67500000000001
PUCPAF_74,pyrimidine,1.54078,101.132,111.82,118.895,120.058,1.46422,1.41464,109.275,105.959,1.52325,103.6,106.853,1.41776,120.975,106.314,1.53385,114.295,106.932,1.45123,110.709,1.51243,108.998,1.44678,108.329,1.41849,anti,-,anti,C2'-endo,trans,P,-,A,114.199,108.455,1.40521,1.36819,ribose,84.922,128.006,-148.552,42.493,-158.187,-101.33,155.271,144.445,-177.792,-76.8129,84.8498,-95.6813,63.1195,-25.535,35.9647,-32.0416,18.5445,4.37015,-143.448,36.51260711636552,100.0,154.9282369822533,143.448,53.44800000000001,177.792,87.792
SATCEW_77,pyrimidine,1.54799,101.899,113.684,119.574,118.37,1.47283,1.42552,111.121,105.974,1.53396,103.304,111.137,1.41121,121.506,112.002,1.53017,117.068,105.873,1.42719,106.135,1.51876,110.86,1.44936,111.383,1.46395,anti,-,anti,C2'-endo,gauche+,C,+,S,114.528,106.704,1.38553,1.37327,ribose,79.7308,120.433,-136.563,-92.109,-42.1332,-98.3351,147.194,144.655,48.4688,150.552,-155.56,-90.5259,-73.533,-14.1014,29.8553,-33.6964,26.4837,-7.83898,-114.192,34.56834654800539,100.0,174.72999773203537,114.192,24.191999999999993,48.4688,41.5312
